229.0,82.390625
229.0,84.140625
228.75,86.15625
229.75,87.109375
230.0,88.875
230.25,89.3125
230.75,92.03125
231.5,91.859375
232.25,93.359375
233.25,94.328125
235.0,95.6875
236.0,98.40625
237.25,99.0
239.25,100.40625
241.0,101.984375
242.75,102.390625
244.5,104.796875
246.25,105.984375
248.75,106.515625
251.25,108.53125
254.0,109.3125
257.25,110.984375
260.25,112.140625
263.5,112.921875
267.0,115.140625
271.0,115.25
273.5,117.4375
269.75,118.0
245.25,123.0625
237.75,124.40625
231.0,127.359375
224.75,128.71875
219.0,130.09375
213.75,130.828125
208.75,132.8125
204.0,134.140625
199.75,135.515625
196.25,136.859375
192.5,138.234375
189.25,139.859375
186.25,140.953125
183.0,142.328125
180.25,143.671875
178.25,145.03125
175.75,146.40625
173.25,147.765625
171.25,149.625
169.5,150.984375
168.25,152.34375
166.75,153.703125
165.0,155.0625
163.75,156.421875
162.75,157.78125
162.0,159.140625
160.75,160.5
159.75,161.859375
159.25,163.234375
158.75,164.59375
158.25,165.953125
157.75,167.3125
157.25,168.671875
157.5,170.453125
157.5,171.390625
157.5,172.75
157.5,174.109375
157.5,175.46875
158.0,176.84375
158.25,178.1875
158.5,179.5625
159.0,180.90625
159.75,182.28125
160.75,183.640625
161.25,185.0
162.25,186.46875
163.25,187.703125
164.5,189.0625
166.0,190.421875
167.25,191.78125
168.5,193.140625
169.75,194.5
171.25,195.359375
173.25,196.71875
175.25,198.0625
177.0,199.421875
179.25,200.796875
181.5,202.140625
225.0,223.984375
220.5,224.390625
216.0,226.703125
213.75,228.078125
211.25,229.421875
207.75,230.796875
205.25,232.125
202.25,232.9375
199.25,234.875
196.75,235.671875
194.25,237.609375
191.75,238.96875
189.5,240.328125
187.75,241.6875
186.25,243.046875
184.75,244.40625
183.5,245.765625
182.25,247.140625
181.0,248.5
180.0,249.859375
179.0,251.21875
178.0,252.578125
177.5,253.953125
177.0,255.3125
176.5,256.671875
176.25,258.03125
176.0,259.390625
175.5,260.75
175.75,262.109375
175.75,263.484375
175.75,264.84375
176.25,266.203125
176.75,267.5625
177.0,268.921875
177.75,270.28125
178.25,271.640625
253.5,340.203125
252.0,342.21875
250.75,344.234375
249.75,345.375
248.5,346.8125
247.75,349.53125
247.25,349.234375
246.75,350.546875
247.0,351.34375
246.75,352.8125
246.5,354.390625
246.75,355.953125
247.0,357.90625
247.5,0.390625
247.75,0.75
248.75,0.921875
250.0,2.328125
251.0,3.40625
252.25,5.90625
253.25,6.390625
254.75,8.0
256.25,9.015625
258.25,10.21875
260.5,11.484375
262.0,13.921875
264.5,14.796875
267.5,15.453125
270.25,16.859375
273.0,17.84375
275.5,20.28125
278.25,21.234375
282.25,21.828125
285.75,23.453125
289.75,25.0
294.25,25.9375
299.25,26.875
304.0,28.953125
308.5,29.71875
314.0,31.234375
320.5,32.515625
325.75,36.265625
323.25,37.84375
315.5,39.265625
310.0,41.171875
136.25,52.390625
136.75,53.765625
230.5,77.84375
229.75,78.71875
229.5,80.578125
229.25,80.703125
228.75,83.3125
228.5,84.671875
228.75,84.859375
229.5,86.359375
229.75,87.125
230.0,88.5625
230.75,91.390625
231.0,92.765625
232.0,93.78125
233.25,93.875
234.25,96.828125
235.25,97.359375
236.5,99.546875
237.75,100.90625
239.5,102.265625
241.25,102.375
243.25,103.796875
245.5,105.59375
248.0,107.078125
250.25,107.390625
253.0,108.109375
256.0,111.09375
258.75,111.953125
261.75,112.046875
265.25,113.640625
270.5,117.3125
234.0,126.703125
227.75,128.046875
222.0,128.859375
216.25,130.78125
211.0,132.125
206.75,133.359375
203.0,134.828125
198.75,135.84375
194.5,137.546875
190.75,138.90625
187.5,140.265625
184.25,141.625
181.5,142.96875
179.0,144.328125
176.75,145.6875
174.5,147.046875
172.25,148.90625
170.25,150.265625
168.75,151.625
167.25,152.984375
165.75,154.34375
164.25,155.703125
163.25,157.046875
162.25,158.40625
161.25,159.765625
160.25,161.125
159.5,162.5
158.75,163.875
158.25,165.234375
158.0,166.578125
157.5,167.9375
157.5,169.296875
157.5,170.65625
157.25,172.015625
157.25,173.375
157.25,174.734375
157.5,176.09375
158.0,177.453125
158.5,178.8125
159.0,180.171875
159.5,181.53125
160.25,182.890625
161.0,184.25
161.5,185.609375
162.5,186.96875
164.0,188.328125
165.0,189.671875
166.25,191.046875
167.5,192.40625
169.0,193.75
170.5,195.125
172.0,195.984375
174.25,197.328125
176.25,198.6875
178.25,200.046875
180.25,201.40625
182.75,202.765625
218.25,224.65625
214.5,227.296875
212.5,228.65625
210.25,230.015625
206.75,231.375
203.75,232.71875
200.75,234.078125
198.0,235.4375
195.75,236.796875
193.25,238.15625
190.75,239.515625
189.0,240.875
187.0,242.234375
185.75,243.59375
184.5,244.953125
183.25,246.3125
181.75,247.671875
180.25,249.03125
179.25,250.390625
178.5,251.75
177.75,253.125
177.25,254.484375
176.75,255.828125
176.25,257.1875
176.0,258.59375
175.75,259.953125
175.75,261.3125
175.75,262.671875
175.75,264.03125
176.0,265.640625
176.25,266.75
176.5,268.109375
177.0,269.484375
253.0,341.0625
251.25,343.5625
250.0,344.25
249.25,344.984375
248.5,346.921875
247.5,348.53125
247.0,349.125
246.5,350.59375
246.25,352.15625
246.5,353.3125
246.5,354.765625
246.75,355.859375
247.25,357.4375
247.75,358.609375
248.5,0.015625
249.25,3.3125
250.0,3.484375
251.25,4.578125
252.5,5.296875
254.0,7.734375
255.5,8.09375
257.25,10.640625
259.25,10.59375
261.0,11.890625
263.0,13.203125
265.5,14.703125
268.0,16.796875
270.5,17.828125
273.5,19.09375
277.0,19.984375
280.25,21.828125
283.5,22.921875
287.0,24.40625
291.25,25.6875
295.75,27.0
300.75,27.5625
306.0,29.375
311.25,30.09375
317.25,31.609375
323.5,32.765625
326.5,34.234375
328.75,35.71875
328.0,37.328125
320.5,38.640625
313.5,39.84375
134.75,52.640625
136.25,53.03125
132.75,59.703125
230.25,77.15625
230.0,79.0625
229.25,80.4375
229.25,82.421875
229.25,83.65625
228.75,83.765625
228.75,85.046875
229.25,87.875
229.5,88.3125
230.5,90.34375
231.0,90.15625
231.75,91.8125
232.5,94.265625
233.25,94.859375
234.75,97.40625
236.0,98.765625
237.25,99.09375
239.25,99.65625
240.5,101.3125
242.25,102.125
244.25,103.96875
246.0,105.125
248.75,106.359375
251.25,107.53125
254.0,110.390625
257.0,110.5625
260.0,112.75
263.5,113.03125
267.0,113.84375
270.5,115.46875
272.75,117.484375
269.75,118.078125
245.25,124.625
237.75,125.984375
231.25,126.140625
225.75,128.71875
219.5,130.078125
213.75,131.4375
209.25,132.796875
204.5,134.140625
199.75,135.5
196.25,136.4375
192.5,138.171875
189.25,139.53125
186.25,140.890625
183.25,142.25
180.5,143.609375
178.0,144.96875
175.75,146.328125
173.5,147.6875
171.5,149.546875
170.0,150.90625
168.25,152.25
166.5,153.625
165.25,154.96875
164.25,156.34375
163.0,157.6875
161.75,159.046875
160.75,160.40625
160.25,161.765625
159.75,163.453125
158.75,164.46875
158.25,165.828125
157.75,167.1875
157.25,168.546875
157.25,169.90625
157.25,171.25
157.25,172.625
157.25,173.984375
157.5,175.328125
158.0,176.6875
158.25,178.046875
158.5,179.40625
159.25,180.765625
159.75,182.109375
160.5,183.46875
161.25,184.828125
162.0,186.1875
163.25,187.59375
164.5,188.953125
165.75,190.3125
166.75,191.671875
168.0,193.03125
169.75,194.390625
171.25,195.75
173.25,196.609375
175.25,197.96875
177.0,199.328125
229.25,221.796875
225.25,223.84375
220.75,225.203125
216.25,226.5625
214.0,227.921875
212.25,229.28125
208.75,230.640625
205.75,231.984375
202.75,233.34375
199.75,234.0
197.25,236.046875
194.75,237.421875
192.25,238.78125
190.25,240.125
188.25,241.484375
186.5,242.84375
185.0,244.203125
183.75,245.5625
182.5,246.9375
181.25,248.296875
180.25,249.640625
179.25,251.015625
178.25,252.359375
177.75,253.734375
177.25,255.09375
176.5,256.4375
176.0,257.8125
176.0,259.15625
